ICD9_CODE,LONG_TITLE,DEPTH
V45.12,noncompliance with renal dialysis,5
V45.11,renal dialysis status,5
V45.5,presence of contraceptive device,4
V45.59,other,5
V45.52,subdermal contraceptive implant,5
V45.51,intrauterine contraceptive device,5
V45.6,states following surgery of eye and adnexa,4
V45.69,other states following surgery of eye and adnexa,5
V45.61,cataract extraction status,5
V45.7,acquired absence of organ,4
V45.79,other acquired absence of organ,5
V45.78,eye,5
V45.77,genital organs,5
V45.76,lung,5
V45.75,stomach,5
V45.74,other parts of urinary tract,5
V45.73,acquired absence of kidney,5
V45.72,acquired absence of intestine (large) (small),5
V45.71,acquired absence of breast and nipple,5
V45.8,other postprocedural status,4
V45.89,other,5
V45.88,status post administration of tpa (rtpa) in a different facility within the last 24 hours prior to admission to the current facility,5
V45.87,transplanted organ removal status,5
V45.86,bariatric surgery status,5
V45.85,insulin pump status,5
V45.84,dental restoration status,5
V45.83,breast implant removal status,5
V45.82,percutaneous transluminal coronary angioplasty status,5
V45.81,aortocoronary bypass status,5
V46,other dependence on machines and devices,3
V46.9,unspecified machine dependence,4
V46.8,other enabling machines,4
V46.3,wheelchair dependence,4
V46.2,supplemental oxygen,4
V46.0,aspirator,4
V46.1,respirator [ventilator],4
V46.14,mechanical complication of respirator [ventilator],5
V46.13,encounter for weaning from respirator [ventilator],5
V46.12,encounter for respirator dependence during power failure,5
V46.11,"dependence on respirator, status",5
V47,other problems with internal organs,3
V47.9,unspecified,4
V47.5,other genital problems,4
V47.4,other urinary problems,4
V47.3,other digestive problems,4
V47.2,other cardiorespiratory problems,4
V47.1,mechanical and motor problems with internal organs,4
V47.0,deficiencies of internal organs,4
V48,"problems with head, neck, and trunk",3
V48.9,"unspecified problem with head, neck, or trunk",4
V48.8,"other problems with head, neck, and trunk",4
V48.7,disfigurements of neck and trunk,4
V48.6,disfigurements of head,4
V48.5,sensory problem with neck and trunk,4
V48.4,sensory problem with head,4
V48.3,mechanical and motor problems with neck and trunk,4
V48.2,mechanical and motor problems with head,4
V48.1,deficiencies of neck and trunk,4
V48.0,deficiencies of head,4
V49,other conditions influencing health status,3
V49.9,unspecified,4
V49.5,other problems of limbs,4
V49.4,disfigurements of limbs,4
V49.3,sensory problems with limbs,4
V49.2,motor problems with limbs,4
V49.1,mechanical problems with limbs,4
V49.0,deficiencies of limbs,4
V49.6,upper limb amputation status,4
V49.67,shoulder,5
V49.66,above elbow,5
V49.65,below elbow,5
V49.64,wrist,5
V49.63,hand,5
V49.62,other finger(s),5
V49.61,thumb,5
V49.60,unspecified level,5
V49.7,lower limb amputation status,4
V49.77,hip,5
V49.76,above knee,5
V49.75,below knee,5
V49.74,ankle,5
V49.73,foot,5
V49.72,other toe(s),5
V49.71,great toe,5
V49.70,unspecified level,5
V49.8,other specified conditions influencing health status,4
V49.89,other specified conditions influencing health status,5
V49.85,dual sensory impairment,5
V49.84,bed confinement status,5
V49.83,awaiting organ transplant status,5
V49.82,dental sealant status,5
V49.81,asymptomatic postmenopausal status (age-related) (natural),5
V50-V59,persons encountering health services for specific procedures and aftercare ,2
V50,elective surgery for purposes other than remedying health states,3
V50.9,unspecified,4
V50.8,other,4
V50.3,ear piercing,4
V50.2,routine or ritual circumcision,4
V50.1,other plastic surgery for unacceptable cosmetic appearance,4
V50.0,hair transplant,4
V50.4,prophylactic organ removal,4
V50.49,other,5
V50.42,ovary,5
V50.41,breast,5
V51,aftercare involving the use of plastic surgery,3
V51.8,other aftercare involving the use of plastic surgery,4
V51.0,encounter for breast reconstruction following mastectomy,4
V52,fitting and adjustment of prosthetic device and implant,3
V52.9,unspecified prosthetic device,4
V52.8,other specified prosthetic device,4
V52.4,breast prosthesis and implant,4
V52.3,dental prosthetic device,4
V52.2,artificial eye,4
V52.1,artificial leg (complete) (partial),4
V52.0,artificial arm (complete) (partial),4
V53,fitting and adjustment of other device,3
V53.8,wheelchair,4
V53.7,orthopedic devices,4
V53.6,urinary devices,4
V53.5,other intestinal appliance,4
V53.4,orthodontic devices,4
V53.2,hearing aid,4
V53.1,spectacles and contact lenses,4
V53.0,devices related to nervous system and special senses,4
V53.09,fitting and adjustment of other devices related to nervous system and special senses,5
V53.02,neuropacemaker (brain) (peripheral nerve) (spinal cord),5
V53.01,fitting and adjustment of cerebral ventricle (communicating) shunt,5
V53.3,cardiac device,4
V53.39,other cardiac device,5
V53.32,automatic implantable cardiac defibrillator,5
V53.31,cardiac pacemaker,5
V53.9,other and unspecified device,4
V53.99,other device,5
V53.91,fitting and adjustment of insulin pump,5
V53.90,unspecified device,5
V54,other orthopedic aftercare,3
V54.9,unspecified orthopedic aftercare,4
V54.0,aftercare involving internal fixation device,4
V54.09,other aftercare involving internal fixation device,5
V54.02,encounter for lengthening/adjustment of growth rod,5
V54.01,encounter for removal of internal fixation device,5
V54.1,aftercare for healing traumatic fracture,4
V54.19,aftercare for healing traumatic fracture of other bone,5
V54.17,aftercare for healing traumatic fracture of vertebrae,5
V54.16,aftercare for healing traumatic fracture of lower leg,5
V54.15,aftercare for healing traumatic fracture of upper leg,5
V54.14,"aftercare for healing traumatic fracture of leg, unspecified",5
V54.13,aftercare for healing traumatic fracture of hip,5
V54.12,aftercare for healing traumatic fracture of lower arm,5
V54.11,aftercare for healing traumatic fracture of upper arm,5
V54.10,"aftercare for healing traumatic fracture of arm, unspecified",5
V54.2,aftercare for healing pathologic fracture,4
V54.29,aftercare for healing pathologic fracture of other bone,5
V54.27,aftercare for healing pathologic fracture of vertebrae,5
V54.26,aftercare for healing pathologic fracture of lower leg,5
V54.25,aftercare for healing pathologic fracture of upper leg,5
V54.24,"aftercare for healing pathologic fracture of leg, unspecified",5
V54.23,aftercare for healing pathologic fracture of hip,5
V54.22,aftercare for healing pathologic fracture of lower arm,5
V54.21,aftercare for healing pathologic fracture of upper arm,5
V54.20,"aftercare for healing pathologic fracture of arm, unspecified",5
V54.8,other orthopedic aftercare,4
V54.89,other orthopedic aftercare,5
V54.81,aftercare following joint replacement,5
V55,attention to artificial openings,3
V55.9,unspecified artificial opening,4
V55.8,other specified artificial opening,4
V55.7,artificial vagina,4
V55.6,other artificial opening of urinary tract,4
V55.5,cystostomy,4
V55.4,other artificial opening of digestive tract,4
V55.3,colostomy,4
V55.2,ileostomy,4
V55.1,gastrostomy,4
V55.0,tracheostomy,4
V56,encounter for dialysis and dialysis catheter care,3
V56.8,other dialysis,4
V56.2,fitting and adjustment of peritoneal dialysis catheter,4
V56.1,fitting and adjustment of extracorporeal dialysis catheter,4
V56.0,extracorporeal dialysis,4
V56.3,encounter for adequacy testing for dialysis,4
V56.32,encounter for adequacy testing for peritoneal dialysis,5
V56.31,encounter for adequacy testing for hemodialysis,5
V57,care involving use of rehabilitation procedures,3
V57.9,unspecified rehabilitation procedure,4
V57.4,orthoptic training,4
V57.3,speech therapy,4
V57.1,other physical therapy,4
V57.0,breathing exercises,4
V57.2,occupational therapy and vocational rehabilitation,4
V57.22,encounter for vocational therapy,5
V57.21,encounter for occupational therapy,5
V57.8,other specified rehabilitation procedure,4
V57.89,other,5
V57.81,orthotic training,5
V58,encounter for other and unspecified procedures and aftercare,3
V58.9,unspecified aftercare,4
V58.5,orthodontics,4
V58.2,"blood transfusion, without reported diagnosis",4
V58.0,radiotherapy,4
V58.1,encounter for chemotherapy and immunotherapy for neoplastic conditions,4
V58.12,encounter for antineoplastic immunotherapy,5
V58.11,encounter for antineoplastic chemotherapy,5
V58.3,attention to dressings and sutures,4
V58.32,encounter for removal of sutures,5
V58.31,encounter for change or removal of surgical wound dressing,5
V58.30,encounter for change or removal of nonsurgical wound dressing,5
V58.4,other aftercare following surgery,4
V58.49,other specified aftercare following surgery,5
V58.44,aftercare following organ transplant,5
V58.43,aftercare following surgery for injury and trauma,5
V58.42,aftercare following surgery for neoplasm,5
V58.41,encounter for planned post-operative wound closure,5
V58.6,long-term (current) drug use,4
V58.69,long-term (current) use of other medications,5
V58.67,long-term (current) use of insulin,5
V58.66,long-term (current) use of aspirin,5
V58.65,long-term (current) use of steroids,5
V58.64,long-term (current) use of non-steroidal anti-inflammatories (nsaid),5
V58.63,long-term (current) use of antiplatelets/antithrombotics,5
V58.62,long-term (current) use of antibiotics,5
V58.61,long-term (current) use of anticoagulants,5
V58.7,"aftercare following surgery to specified body systems, not elsewhere classified",4
V58.78,"aftercare following surgery of the musculoskeletal system, nec",5
V58.77,"aftercare following surgery of the skin and subcutaneous tissue, nec",5
V58.76,"aftercare following surgery of the genitourinary system, nec",5
V58.75,"aftercare following surgery of the teeth, oral cavity and digestive system, nec",5
V58.74,"aftercare following surgery of the respiratory system, nec",5
V58.73,"aftercare following surgery of the circulatory system, nec",5
V58.72,"aftercare following surgery of the nervous system, nec",5
V58.71,"aftercare following surgery of the sense organs, nec",5
V58.8,other specified procedures and aftercare,4
V58.89,other specified aftercare,5
V58.83,encounter for therapeutic drug monitoring,5
V58.82,fitting and adjustment of non-vascular catheter nec,5
V58.81,fitting and adjustment of vascular catheter,5
V59,donors,3
V59.9,unspecified organ or tissue,4
V59.8,other specified organ or tissue,4
V59.6,liver,4
V59.5,cornea,4
V59.4,kidney,4
V59.3,bone marrow,4
V59.2,bone,4
V59.1,skin,4
V59.0,blood,4
V59.09,other,5
V59.02,stem cells,5
V59.01,whole blood,5
V59.7,egg (oocyte) (ovum),4
V59.74,"egg (oocyte) (ovum) donor, age 35 and over, designated recipient",5
V59.73,"egg (oocyte) (ovum) donor, age 35 and over, anonymous recipient",5
V59.72,"egg (oocyte) (ovum) donor, under age 35, designated recipient",5
V59.71,"egg (oocyte) (ovum) donor, under age 35, anonymous recipient",5
V59.70,"egg (oocyte) (ovum) donor, unspecified",5
V60-V69,persons encountering health services in other circumstances ,2
V60,"housing, household, and economic circumstances",3
V60.9,unspecified housing or economic circumstance,4
V60.8,other specified housing or economic circumstances,4
V60.6,person living in residential institution,4
V60.5,holiday relief care,4
V60.4,no other household member able to render care,4
V60.3,person living alone,4
V60.2,inadequate material resources,4
V60.1,inadequate housing,4
V60.0,lack of housing,4
V61,other family circumstances,3
V61.9,unspecified family circumstance,4
V61.8,other specified family circumstances,4
V61.7,other unwanted pregnancy,4
V61.6,illegitimacy or illegitimate pregnancy,4
V61.5,multiparity,4
V61.3,problems with aged parents or in-laws,4
V61.0,family disruption,4
V61.04,family disruption due to parent-child estrangement,5
V61.03,family disruption due to divorce or legal separation,5
V61.02,family disruption due to return of family member from military deployment,5
V61.01,family disruption due to family member on military deployment,5
V61.1,counseling for marital and partner problems,4
V61.12,counseling for perpetrator of spousal and partner abuse,5
V61.11,counseling for victim of spousal and partner abuse,5
V61.10,"counseling for marital and partner problems, unspecified",5
V61.2,parent-child problems,4
V61.29,other,5
V61.22,counseling for perpetrator of parental child abuse,5
V61.21,counseling for victim of child abuse,5
V61.20,"counseling for parent-child problem, unspecified",5
V61.4,health problems within family,4
V61.49,other,5
V61.41,alcoholism in family,5
V62,other psychosocial circumstances,3
V62.9,unspecified psychosocial circumstance,4
V62.6,refusal of treatment for reasons of religion or conscience,4
V62.5,legal circumstances,4
V62.4,social maladjustment,4
V62.3,educational circumstances,4
V62.1,adverse effects of work environment,4
V62.0,unemployment,4
V62.2,other occupational circumstances or maladjustment,4
V62.29,other occupational circumstances or maladjustment,5
V62.22,personal history of return from military deployment,5
V62.21,personal current military deployment status,5
V62.8,"other psychological or physical stress, not elsewhere classified",4
V62.89,other,5
V62.84,suicidal ideation,5
V62.83,counseling for perpetrator of physical/sexual abuse,5
V62.82,"bereavement, uncomplicated",5
V62.81,"interpersonal problems, not elsewhere classified",5
V63,unavailability of other medical facilities for care,3
V63.9,unspecified reason for unavailability of medical facilities,4
V63.8,other specified reasons for unavailability of medical facilities,4
V63.2,person awaiting admission to adequate facility elsewhere,4
V63.1,medical services in home not available,4
V63.0,residence remote from hospital or other health care facility,4
V64,"persons encountering health services for specific procedures, not carried out",3
V64.3,procedure not carried out for other reasons,4
V64.2,surgical or other procedure not carried out because of patient's decision,4
V64.1,surgical or other procedure not carried out because of contraindication,4
V64.0,vaccination not carried out,4
V64.09,vaccination not carried out for other reason,5
V64.08,vaccination not carried out because patient had disease being vaccinated against,5
V64.07,vaccination not carried out for religious reasons,5
V64.06,vaccination not carried out because of patient refusal,5
V64.05,vaccination not carried out because of caregiver refusal,5
V64.04,vaccination not carried out because of allergy to vaccine or component,5
V64.03,vaccination not carried out because of immune compromised state,5
V64.02,vaccination not carried out because of chronic illness or condition,5
V64.01,vaccination not carried out because of acute illness,5
V64.00,"vaccination not carried out, unspecified reason",5
V64.4,closed surgical procedure converted to open procedure,4
V64.43,arthroscopic surgical procedure converted to open procedure,5
V64.42,thoracoscopic surgical procedure converted to open procedure,5
V64.41,laparoscopic surgical procedure converted to open procedure,5
V65,other persons seeking consultation,3
V65.9,unspecified reason for consultation,4
V65.8,other reasons for seeking consultation,4
V65.5,person with feared complaint in whom no diagnosis was made,4
V65.3,dietary surveillance and counseling,4
V65.2,person feigning illness,4
V65.0,healthy person accompanying sick person,4
V65.1,person consulting on behalf of another person,4
V65.19,other person consulting on behalf of another person,5
V65.11,pediatric pre-birth visit for expecting mother,5
V65.4,"other counseling, not elsewhere classified",4
V65.49,other specified counseling,5
V65.46,encounter for insulin pump training,5
V65.45,counseling on other sexually transmitted diseases,5
V65.44,human immunodeficiency virus [hiv] counseling,5
V65.43,counseling on injury prevention,5
V65.42,counseling on substance use and abuse,5
V65.41,exercise counseling,5
V65.40,counseling nos,5
V66,convalescence and palliative care,3
V66.9,unspecified convalescence,4
V66.7,encounter for palliative care,4
V66.6,following combined treatment,4
V66.5,following other treatment,4
V66.4,following treatment of fracture,4
V66.3,following psychotherapy and other treatment for mental disorder,4
V66.2,following chemotherapy,4
V66.1,following radiotherapy,4
V66.0,following surgery,4
V67,follow-up examination,3
V67.9,unspecified follow-up examination,4
V67.6,following combined treatment,4
V67.4,following treatment of healed fracture,4
V67.3,following psychotherapy and other treatment for mental disorder,4
V67.2,following chemotherapy,4
V67.1,following radiotherapy,4
V67.0,following surgery,4
V67.09,following other surgery,5
V67.01,follow-up vaginal pap smear,5
V67.00,"following surgery, unspecified",5
V67.5,following other treatment,4
V67.59,other,5
V67.51,"following completed treatment with high-risk medication, not elsewhere classified",5
V68,encounters for administrative purposes,3
V68.9,unspecified administrative purpose,4
V68.2,request for expert evidence,4
V68.1,issue of repeat prescriptions,4
V68.0,issue of medical certificates,4
V68.09,other issue of medical certificates,5
V68.01,disability examination,5
V68.8,other specified administrative purpose,4
V68.89,other,5
V68.81,referral of patient without examination or treatment,5
V69,problems related to lifestyle,3
V69.9,"problem related to lifestyle, unspecified",4
V69.8,other problems related to lifestyle,4
V69.5,behavioral insomnia of childhood,4
V69.4,lack of adequate sleep,4
V69.3,gambling and betting,4
V69.2,high-risk sexual behavior,4
V69.1,inappropriate diet and eating habits,4
V69.0,lack of physical exercise,4
V70-V82,persons without reported diagnosis encountered during examination and investigation of individuals and populations ,2
V70,general medical examination,3
V70.9,unspecified general medical examination,4
V70.8,other specified general medical examinations,4
V70.7,examination of participant in clinical trial,4
V70.6,health examination in population surveys,4
V70.5,health examination of defined subpopulations,4
V70.4,examination for medicolegal reasons,4
V70.3,other medical examination for administrative purposes,4
V70.2,"general psychiatric examination, other and unspecified",4
V70.1,"general psychiatric examination, requested by the authority",4
V70.0,routine general medical examination at a health care facility,4
V71,observation and evaluation for suspected conditions not found,3
V71.9,observation for unspecified suspected condition,4
V71.7,observation for suspected cardiovascular disease,4
V71.6,observation following other inflicted injury,4
V71.5,observation following alleged rape or seduction,4
V71.4,observation following other accident,4
V71.3,observation following accident at work,4
V71.2,observation for suspected tuberculosis,4
V71.1,observation for suspected malignant neoplasm,4
V71.0,observation for suspected mental condition,4
V71.09,other suspected mental condition,5
V71.02,childhood or adolescent antisocial behavior,5
V71.01,adult antisocial behavior,5
V71.8,observation and evaluation for other specified suspected conditions,4
V71.89,other specified suspected conditions,5
V71.83,observation and evaluation for suspected exposure to other biological agent,5
V71.82,observation and evaluation for suspected exposure to anthrax,5
V71.81,abuse and neglect,5
V72,special investigations and examinations,3
V72.9,unspecified examination,4
V72.7,diagnostic skin and sensitization tests,4
V72.6,laboratory examination,4
V72.5,"radiological examination, not elsewhere classified",4
V72.2,dental examination,4
V72.0,examination of eyes and vision,4
V72.1,examination of ears and hearing,4
V72.19,other examination of ears and hearing,5
V72.12,encounter for hearing conservation and treatment,5
V72.11,encounter for hearing examination following failed hearing screening,5
V72.3,gynecological examination,4
V72.32,encounter for papanicolaou cervical smear to confirm findings of recent normal smear following initial abnormal smear,5
V72.31,routine gynecological examination,5
V72.4,pregnancy examination or test,4
V72.42,"pregnancy examination or test, positive result",5
V72.41,"pregnancy examination or test, negative result",5
V72.40,"pregnancy examination or test, pregnancy unconfirmed",5
V72.8,other specified examinations,4
V72.86,encounter for blood typing,5
V72.85,other specified examination,5
V72.84,"preoperative examination, unspecified",5
V72.83,other specified preoperative examination,5
V72.82,preoperative respiratory examination,5
V72.81,preoperative cardiovascular examination,5
V73,special screening examination for viral and chlamydial diseases,3
V73.6,trachoma,4
V73.5,other arthropod-borne viral diseases,4
V73.4,yellow fever,4
V73.3,rubella,4
V73.2,measles,4
V73.1,smallpox,4
V73.0,poliomyelitis,4
V73.8,other specified viral and chlamydial diseases,4
V73.89,other specified viral diseases,5
V73.88,other specified chlamydial diseases,5
V73.81,human papillomavirus (hpv),5
V73.9,unspecified viral and chlamydial disease,4
V73.99,unspecified viral disease,5
V73.98,unspecified chlamydial disease,5
V74,special screening examination for bacterial and spirochetal diseases,3
V74.9,unspecified bacterial and spirochetal disease,4
V74.8,other specified bacterial and spirochetal diseases,4
V74.6,yaws,4
V74.5,venereal disease,4
V74.4,bacterial conjunctivitis,4
V74.3,diphtheria,4
V74.2,leprosy [hansen's disease],4
V74.1,pulmonary tuberculosis,4
V74.0,cholera,4
V75,special screening examination for other infectious diseases,3
V75.9,unspecified infectious disease,4
V75.8,other specified parasitic infections,4
V75.7,intestinal helminthiasis,4
V75.6,filariasis,4
V75.5,schistosomiasis,4
V75.4,mycotic infections,4
V75.3,trypanosomiasis,4
V75.2,leishmaniasis,4
V75.1,malaria,4
V75.0,rickettsial diseases,4
V76,special screening for malignant neoplasms,3
V76.9,unspecified,4
V76.3,bladder,4
V76.2,cervix,4
V76.0,respiratory organs,4
V76.1,breast,4
V76.19,other screening breast examination,5
V76.12,other screening mammogram,5
V76.11,screening mammogram for high-risk patient,5
V76.10,"breast screening, unspecified",5
V76.4,other sites,4
V76.49,other sites,5
V76.47,vagina,5
V76.46,ovary,5
V76.45,testis,5
V76.44,prostate,5
V76.43,skin,5
V76.42,oral cavity,5
V76.41,rectum,5
V76.5,intestine,4
V76.52,small intestine,5
V76.51,colon,5
V76.50,"intestine, unspecified",5
V76.8,other neoplasm,4
V76.89,other neoplasm,5
V76.81,nervous system,5
V77,"special screening for endocrine, nutritional, metabolic, and immunity disorders",3
V77.8,obesity,4
V77.7,other inborn errors of metabolism,4
V77.6,cystic fibrosis,4
V77.5,gout,4
V77.4,galactosemia,4
V77.3,phenylketonuria [pku],4
V77.2,malnutrition,4
V77.1,diabetes mellitus,4
V77.0,thyroid disorders,4
V77.9,"other and unspecified endocrine, nutritional, metabolic, and immunity disorders",4
V77.99,"other and unspecified endocrine, nutritional, metabolic, and immunity disorders",5
V77.91,screening for lipoid disorders,5
V78,special screening for disorders of blood and blood-forming organs,3
V78.9,unspecified disorder of blood and blood-forming organs,4
V78.8,other disorders of blood and blood-forming organs,4
V78.3,other hemoglobinopathies,4
V78.2,sickle-cell disease or trait,4
V78.1,other and unspecified deficiency anemia,4
V78.0,iron deficiency anemia,4
V79,special screening for mental disorders and developmental handicaps,3
V79.9,unspecified mental disorder and developmental handicap,4
V79.8,other specified mental disorders and developmental handicaps,4
V79.3,developmental handicaps in early childhood,4
V79.2,mental retardation,4
V79.1,alcoholism,4
V79.0,depression,4
V80,"special screening for neurological, eye, and ear diseases",3
V80.3,ear diseases,4
V80.2,other eye conditions,4
V80.1,glaucoma,4
V80.0,neurological conditions,4
V81,"special screening for cardiovascular, respiratory, and genitourinary diseases",3
V81.6,other and unspecified genitourinary conditions,4
V81.5,nephropathy,4
V81.4,other and unspecified respiratory conditions,4
V81.3,chronic bronchitis and emphysema,4
V81.2,other and unspecified cardiovascular conditions,4
V81.1,hypertension,4
V81.0,ischemic heart disease,4
V82,special screening for other conditions,3
V82.9,unspecified condition,4
V82.6,multiphasic screening,4
V82.5,chemical poisoning and other contamination,4
V82.4,maternal postnatal screening for chromosomal anomalies,4
V82.3,congenital dislocation of hip,4
V82.2,other rheumatic disorders,4
V82.1,rheumatoid arthritis,4
V82.0,skin conditions,4
V82.7,genetic screening,4
V82.79,other genetic screening,5
V82.71,screening for genetic disease carrier status,5
V82.8,other specified conditions,4
V82.89,other specified conditions,5
V82.81,osteoporosis,5
V83-V84,genetics ,2
V83,genetic carrier status,3
V83.0,hemophilia a carrier,4
V83.02,symptomatic hemophilia a carrier,5
V83.01,asymptomatic hemophilia a carrier,5
V83.8,other genetic carrier status,4
V83.89,other genetic carrier status,5
V83.81,cystic fibrosis gene carrier,5
V84,genetic susceptibility to disease,3
V84.0,genetic susceptibility to malignant neoplasm,4
V84.09,genetic susceptibility to other malignant neoplasm,5
V84.04,genetic susceptibility to malignant neoplasm of endometrium,5
V84.03,genetic susceptibility to malignant neoplasm of prostate,5
V84.02,genetic susceptibility to malignant neoplasm of ovary,5
V84.01,genetic susceptibility to malignant neoplasm of breast,5
V84.8,genetic susceptibility to other disease,4
V84.89,genetic susceptibility to other disease,5
V84.81,genetic susceptibility to multiple endocrine neoplasia [men],5
V85,body mass index ,2
V85,body mass index (bmi),3
V85.4,"body mass index 40 and over, adult",4
V85.1,"body mass index between 19-24, adult",4
V85.0,"body mass index less than 19, adult",4
V85.2,"body mass index between 25-29, adult",4
V85.25,"body mass index 29.0-29.9, adult",5
V85.24,"body mass index 28.0-28.9, adult",5
V85.23,"body mass index 27.0-27.9, adult",5
V85.22,"body mass index 26.0-26.9, adult",5
V85.21,"body mass index 25.0-25.9, adult",5
V85.3,"body mass index between 30-39, adult",4
V85.39,"body mass index 39.0-39.9, adult",5
V85.38,"body mass index 38.0-38.9, adult",5
V85.37,"body mass index 37.0-37.9, adult",5
V85.36,"body mass index 36.0-36.9, adult",5
V85.35,"body mass index 35.0-35.9, adult",5
V85.34,"body mass index 34.0-34.9, adult",5
V85.33,"body mass index 33.0-33.9, adult",5
V85.32,"body mass index 32.0-32.9, adult",5
V85.31,"body mass index 31.0-31.9, adult",5
V85.30,"body mass index 30.0-30.9, adult",5
V85.5,"body mass index, pediatric",4
V85.54,"body mass index, pediatric, greater than or equal to 95th percentile for age",5
V85.53,"body mass index, pediatric, 85th percentile to less than 95th percentile for age",5
V85.52,"body mass index, pediatric, 5th percentile to less than 85th percentile for age",5
V85.51,"body mass index, pediatric, less than 5th percentile for age",5
V86,estrogen receptor status ,2
V86,estrogen receptor status,3
V86.1,estrogen receptor negative status [er-],4
V86.0,estrogen receptor positive status [er+],4
V87,other specified personal exposures and history presenting hazards to health ,2
V87,other specified personal exposures and history presenting hazards to health,3
V87.2,contact with and (suspected) exposure to other potentially hazardous chemicals,4
V87.0,contact with and (suspected) exposure to hazardous metals,4
V87.09,other hazardous metals,5
V87.01,arsenic,5
V87.1,contact with and (suspected) exposure to hazardous aromatic compounds,4
V87.19,other hazardous aromatic compounds,5
V87.12,benzene,5
V87.11,aromatic amines,5
V87.3,contact with and (suspected ) exposure to other potentially hazardous substances,4
V87.39,contact with and (suspected ) exposure to other potentially hazardous substances,5
V87.31,exposure to mold,5
V87.4,personal history of drug therapy,4
V87.49,personal history of other drug therapy,5
V87.42,personal history of monoclonal drug therapy,5
V87.41,personal history of antineoplastic chemotherapy,5
V88,acquired absence of other organs and tissue ,2
V88,acquired absence of other organs and tissue,3
V88.0,acquired absence of cervix and uterus,4
V88.03,acquired absence of cervix with remaining uterus,5
V88.02,acquired absence of uterus with remaining cervical stump,5
V88.01,acquired absence of both cervix and uterus,5
V89,other suspected conditions not found ,2
V89,other suspected conditions not found,3
V89.0,suspected maternal and fetal conditions not found,4
V89.09,other suspected maternal and fetal condition not found,5
V89.05,suspected cervical shortening not found,5
V89.04,suspected problem with fetal growth not found,5
V89.03,suspected fetal anomaly not found,5
V89.02,suspected placental problem not found,5
V89.01,suspected problem with amniotic cavity and membrane not found,5
E979,terrorism ,2
E849,place of occurence ,2
E800-E807,railway accidents ,2
E807,railway accident of unspecified nature,3
E806,other specified railway accident,3
E805,hit by rolling stock,3
E804,"fall in, on, or from railway train",3
E803,"railway accident involving explosion, fire, or burning",3
E802,railway accident involving derailment without antecedent collision,3
E801,railway accident involving collision with other object,3
E800,railway accident involving collision with rolling stock,3
E810-E819,motor vehicle traffic accidents ,2
E819,motor vehicle traffic accident of unspecified nature,3
E818,other noncollision motor vehicle traffic accident,3
E817,noncollision motor vehicle traffic accident while boarding or alighting,3
E816,"motor vehicle traffic accident due to loss of control, without collision on the highway",3
E815,other motor vehicle traffic accident involving collision on the highway,3
E814,motor vehicle traffic accident involving collision with pedestrian,3
E813,motor vehicle traffic accident involving collision with other vehicle,3
E812,other motor vehicle traffic accident involving collision with motor vehicle,3
E811,motor vehicle traffic accident involving re-entrant collision with another motor vehicle,3
E810,motor vehicle traffic accident involving collision with train,3
E820-E825,motor vehicle nontraffic accidents ,2
E825,other motor vehicle nontraffic accident of other and unspecified nature,3
E824,other motor vehicle nontraffic accident while boarding and alighting,3
E823,other motor vehicle nontraffic accident involving collision with stationary object,3
E822,other motor vehicle nontraffic accident involving collision with moving object,3
E821,nontraffic accident involving other off-road motor vehicle,3
E820,nontraffic accident involving motor-driven snow vehicle,3
E826-E829,other road vehicle accidents ,2
E829,other road vehicle accidents,3
E828,accident involving animal being ridden,3
E827,animal-drawn vehicle accident,3
E826,pedal cycle accident,3
E830-E838,water transport accidents ,2
E838,other and unspecified water transport accident,3
E837,"explosion, fire, or burning in watercraft",3
E836,machinery accident in water transport,3
E835,other and unspecified fall in water transport,3
E834,other fall from one level to another in water transport,3
E833,fall on stairs or ladders in water transport,3
E832,other accidental submersion or drowning in water transport accident,3
E831,accident to watercraft causing other injury,3
E830,accident to watercraft causing submersion,3
E840-E845,air and space transport accidents ,2
E845,accident involving spacecraft,3
E844,other specified air transport accidents,3
E843,"fall in, on, or from aircraft",3
E842,accident to unpowered aircraft,3
E841,"accident to powered aircraft, other and unspecified",3
E840,accident to powered aircraft at takeoff or landing,3
E846-E848,vehicle accidents not elsewhere classifiable ,2
E848,"accidents involving other vehicles, not elsewhere classifiable",3
E847,accidents involving cable cars not running on rails,3
E846,accidents involving powered vehicles used solely within the buildings and premises of industrial or commercial establishment,3
E850-E858,"accidental poisoning by drugs, medicinal substances, and biologicals ",2
E857,accidental poisoning by other anti-infectives,3
E856,accidental poisoning by antibiotics,3
E851,accidental poisoning by barbiturates,3
E850,"accidental poisoning by analgesics, antipyretics, and antirheumatics",3
E850.9,unspecified analgesic or antipyretic,4
E850.8,other specified analgesics and antipyretics,4
E850.7,other non-narcotic analgesics,4
E850.6,antirheumatics [antiphlogistics],4
E850.5,pyrazole derivatives,4
E850.4,"aromatic analgesics, not elsewhere classified",4
E850.3,salicylates,4
E850.2,other opiates and related narcotics,4
E850.1,methadone,4
E850.0,heroin,4
E852,accidental poisoning by other sedatives and hypnotics,3
E852.9,unspecified sedative or hypnotic,4
E852.8,other specified sedatives and hypnotics,4
E852.5,"mixed sedatives, not elsewhere classified",4
E852.4,glutethimide group,4
E852.3,methaqualone compounds,4
E852.2,bromine compounds,4
E852.1,paraldehyde,4
E852.0,chloral hydrate group,4
E853,accidental poisoning by tranquilizers,3
